x,y,u,v,p
3.02500000e+00,2.37500000e-01,1.10839496e+00,4.29286038e-03,3.79044843e-01
3.07500000e+00,2.37500000e-01,1.10758759e+00,4.13088116e-03,3.72043841e-01
3.12500000e+00,2.37500000e-01,1.10681013e+00,3.97563498e-03,3.65077683e-01
3.17500000e+00,2.37500000e-01,1.10606145e+00,3.82677916e-03,3.58145146e-01
3.22500000e+00,2.37500000e-01,1.10534046e+00,3.68399803e-03,3.51245050e-01
3.27500000e+00,2.37500000e-01,1.10464609e+00,3.54700308e-03,3.44376282e-01
3.32500000e+00,2.37500000e-01,1.10397734e+00,3.41551278e-03,3.37537761e-01
3.37500000e+00,2.37500000e-01,1.10333322e+00,3.28926222e-03,3.30728433e-01
3.42500000e+00,2.37500000e-01,1.10271282e+00,3.16800963e-03,3.23947299e-01
3.47500000e+00,2.37500000e-01,1.10211523e+00,3.05152964e-03,3.17193374e-01
3.52500000e+00,2.37500000e-01,1.10153958e+00,2.93960442e-03,3.10465737e-01
3.57500000e+00,2.37500000e-01,1.10098505e+00,2.83202903e-03,3.03763491e-01
3.62500000e+00,2.37500000e-01,1.10045085e+00,2.72861065e-03,2.97085741e-01
3.67500000e+00,2.37500000e-01,1.09993620e+00,2.62916766e-03,2.90431659e-01
3.72500000e+00,2.37500000e-01,1.09944036e+00,2.53353322e-03,2.83800440e-01
3.77500000e+00,2.37500000e-01,1.09896264e+00,2.44154310e-03,2.77191289e-01
3.82500000e+00,2.37500000e-01,1.09850236e+00,2.35303698e-03,2.70603451e-01
3.87500000e+00,2.37500000e-01,1.09805885e+00,2.26787077e-03,2.64036202e-01
3.92500000e+00,2.37500000e-01,1.09763150e+00,2.18591243e-03,2.57488827e-01
3.97500000e+00,2.37500000e-01,1.09721970e+00,2.10702576e-03,2.50960653e-01
4.02500000e+00,2.37500000e-01,1.09682287e+00,2.03108193e-03,2.44451022e-01
4.07500000e+00,2.37500000e-01,1.09644046e+00,1.95796616e-03,2.37959290e-01
4.12500000e+00,2.37500000e-01,1.09607192e+00,1.88756463e-03,2.31484852e-01
4.17500000e+00,2.37500000e-01,1.09571674e+00,1.81976586e-03,2.25027114e-01
4.22500000e+00,2.37500000e-01,1.09537443e+00,1.75446998e-03,2.18585495e-01
4.27500000e+00,2.37500000e-01,1.09504451e+00,1.69157958e-03,2.12159455e-01
4.32500000e+00,2.37500000e-01,1.09472652e+00,1.63099882e-03,2.05748459e-01
4.37500000e+00,2.37500000e-01,1.09442002e+00,1.57263656e-03,1.99351981e-01
4.42500000e+00,2.37500000e-01,1.09412459e+00,1.51640772e-03,1.92969527e-01
4.47500000e+00,2.37500000e-01,1.09383982e+00,1.46222830e-03,1.86600624e-01
4.52500000e+00,2.37500000e-01,1.09356532e+00,1.41002050e-03,1.80244792e-01
4.57500000e+00,2.37500000e-01,1.09330071e+00,1.35970942e-03,1.73901585e-01
4.62500000e+00,2.37500000e-01,1.09304563e+00,1.31122351e-03,1.67570572e-01
4.67500000e+00,2.37500000e-01,1.09279973e+00,1.26449360e-03,1.61251332e-01
4.72500000e+00,2.37500000e-01,1.09256268e+00,1.21945208e-03,1.54943460e-01
4.77500000e+00,2.37500000e-01,1.09233414e+00,1.17603572e-03,1.48646571e-01
4.82500000e+00,2.37500000e-01,1.09211382e+00,1.13418507e-03,1.42360281e-01
4.87500000e+00,2.37500000e-01,1.09190142e+00,1.09383984e-03,1.36084220e-01
4.92500000e+00,2.37500000e-01,1.09169664e+00,1.05493918e-03,1.29818044e-01
4.97500000e+00,2.37500000e-01,1.09149922e+00,1.01742885e-03,1.23561412e-01
5.02500000e+00,2.37500000e-01,1.09130888e+00,9.81258522e-04,1.17313988e-01
5.07500000e+00,2.37500000e-01,1.09112537e+00,9.46375109e-04,1.11075462e-01
5.12500000e+00,2.37500000e-01,1.09094845e+00,9.12728372e-04,1.04845531e-01
5.17500000e+00,2.37500000e-01,1.09077789e+00,8.80273024e-04,9.86238986e-02
5.22500000e+00,2.37500000e-01,1.09061346e+00,8.48964368e-04,9.24102733e-02
5.27500000e+00,2.37500000e-01,1.09045495e+00,8.18754639e-04,8.62043859e-02
5.32500000e+00,2.37500000e-01,1.09030214e+00,7.89601462e-04,8.00059686e-02
5.37500000e+00,2.37500000e-01,1.09015484e+00,7.61467108e-04,7.38147674e-02
5.42500000e+00,2.37500000e-01,1.09001287e+00,7.34315024e-04,6.76305385e-02
5.47500000e+00,2.37500000e-01,1.08987603e+00,7.08109243e-04,6.14530480e-02
5.52500000e+00,2.37500000e-01,1.08974418e+00,6.82821584e-04,5.52820544e-02
5.57500000e+00,2.37500000e-01,1.08961714e+00,6.58431388e-04,4.91173265e-02
5.62500000e+00,2.37500000e-01,1.08949480e+00,6.34926884e-04,4.29586343e-02
5.67500000e+00,2.37500000e-01,1.08937704e+00,6.12308432e-04,3.68057270e-02
5.72500000e+00,2.37500000e-01,1.08926384e+00,5.90588939e-04,3.06583046e-02
5.77500000e+00,2.37500000e-01,1.08915525e+00,5.69777423e-04,2.45159909e-02
5.82500000e+00,2.37500000e-01,1.08905152e+00,5.49839583e-04,1.83782734e-02
5.87500000e+00,2.37500000e-01,1.08895310e+00,5.30696090e-04,1.22443952e-02
5.92500000e+00,2.37500000e-01,1.08886048e+00,5.12882499e-04,6.11324535e-03
5.97500000e+00,2.37500000e-01,1.08881568e+00,5.03398115e-04,0.00000000e+00
2.50000000e-02,2.62500000e-01,1.00284158e+00,1.35964768e-02,1.02661995e+00
7.50000000e-02,2.62500000e-01,1.01374637e+00,3.98876664e-02,1.02661995e+00
1.25000000e-01,2.62500000e-01,1.03319065e+00,6.09484984e-02,1.01372061e+00
1.75000000e-01,2.62500000e-01,1.05724770e+00,7.52255764e-02,9.94424658e-01
2.25000000e-01,2.62500000e-01,1.08241535e+00,8.32093299e-02,9.72114962e-01
2.75000000e-01,2.62500000e-01,1.10636252e+00,8.62570826e-02,9.49098990e-01
3.25000000e-01,2.62500000e-01,1.12785711e+00,8.58211076e-02,9.26644378e-01
3.75000000e-01,2.62500000e-01,1.14642901e+00,8.31197399e-02,9.05315681e-01
4.25000000e-01,2.62500000e-01,1.16205412e+00,7.90660765e-02,8.85283545e-01
4.75000000e-01,2.62500000e-01,1.17493625e+00,7.43023194e-02,8.66527152e-01
5.25000000e-01,2.62500000e-01,1.18537658e+00,6.92610255e-02,8.48946248e-01
5.75000000e-01,2.62500000e-01,1.19370210e+00,6.42225299e-02,8.32416430e-01
6.25000000e-01,2.62500000e-01,1.20022897e+00,5.93603626e-02,8.16813809e-01
6.75000000e-01,2.62500000e-01,1.20524556e+00,5.47747725e-02,8.02024681e-01
7.25000000e-01,2.62500000e-01,1.20900612e+00,5.05167008e-02,7.87948377e-01
7.75000000e-01,2.62500000e-01,1.21173004e+00,4.66046549e-02,7.74497276e-01
8.25000000e-01,2.62500000e-01,1.21360388e+00,4.30364464e-02,7.61595753e-01
8.75000000e-01,2.62500000e-01,1.21478463e+00,3.97972876e-02,7.49178792e-01
9.25000000e-01,2.62500000e-01,1.21540341e+00,3.68652933e-02,7.37190616e-01
9.75000000e-01,2.62500000e-01,1.21556909e+00,3.42151626e-02,7.25583424e-01
1.02500000e+00,2.62500000e-01,1.21537169e+00,3.18205790e-02,7.14316242e-01
1.07500000e+00,2.62500000e-01,1.21488540e+00,2.96557224e-02,7.03353937e-01
1.12500000e+00,2.62500000e-01,1.21417118e+00,2.76961689e-02,6.92666345e-01
1.17500000e+00,2.62500000e-01,1.21327902e+00,2.59193756e-02,6.82227508e-01
1.22500000e+00,2.62500000e-01,1.21224985e+00,2.43048932e-02,6.72015056e-01
1.27500000e+00,2.62500000e-01,1.21111710e+00,2.28343972e-02,6.62009623e-01
1.32500000e+00,2.62500000e-01,1.20990808e+00,2.14916169e-02,6.52194410e-01
1.37500000e+00,2.62500000e-01,1.20864500e+00,2.02621959e-02,6.42554758e-01
1.42500000e+00,2.62500000e-01,1.20734595e+00,1.91335208e-02,6.33077832e-01
1.47500000e+00,2.62500000e-01,1.20602561e+00,1.80945453e-02,6.23752339e-01
1.52500000e+00,2.62500000e-01,1.20469582e+00,1.71356105e-02,6.14568281e-01
1.57500000e+00,2.62500000e-01,1.20336619e+00,1.62482759e-02,6.05516775e-01
1.62500000e+00,2.62500000e-01,1.20204438e+00,1.54251663e-02,5.96589857e-01
1.67500000e+00,2.62500000e-01,1.20073655e+00,1.46598279e-02,5.87780391e-01
1.72500000e+00,2.62500000e-01,1.19944755e+00,1.39466113e-02,5.79081909e-01
1.77500000e+00,2.62500000e-01,1.19818120e+00,1.32805563e-02,5.70488544e-01
1.82500000e+00,2.62500000e-01,1.19694047e+00,1.26573025e-02,5.61994941e-01
1.87500000e+00,2.62500000e-01,1.19572759e+00,1.20730055e-02,5.53596176e-01
1.92500000e+00,2.62500000e-01,1.19454424e+00,1.15242621e-02,5.45287735e-01
1.97500000e+00,2.62500000e-01,1.19339161e+00,1.10080620e-02,5.37065423e-01
2.02500000e+00,2.62500000e-01,1.19227049e+00,1.05217242e-02,5.28925357e-01
2.07500000e+00,2.62500000e-01,1.19118134e+00,1.00628583e-02,5.20863919e-01
2.12500000e+00,2.62500000e-01,1.19012439e+00,9.62933003e-03,5.12877722e-01
2.17500000e+00,2.62500000e-01,1.18909961e+00,9.21922017e-03,5.04963598e-01
2.22500000e+00,2.62500000e-01,1.18810683e+00,8.83080573e-03,4.97118564e-01
2.27500000e+00,2.62500000e-01,1.18714572e+00,8.46253106e-03,4.89339816e-01
2.32500000e+00,2.62500000e-01,1.18621583e+00,8.11298925e-03,4.81624704e-01
2.37500000e+00,2.62500000e-01,1.18531665e+00,7.78090655e-03,4.73970721e-01
2.42500000e+00,2.62500000e-01,1.18444756e+00,7.46512195e-03,4.66375491e-01
2.47500000e+00,2.62500000e-01,1.18360790e+00,7.16457794e-03,4.58836765e-01
2.52500000e+00,2.62500000e-01,1.18279699e+00,6.87830886e-03,4.51352391e-01
2.57500000e+00,2.62500000e-01,1.18201407e+00,6.60543118e-03,4.43920330e-01
2.62500000e+00,2.62500000e-01,1.18125841e+00,6.34513439e-03,4.36538638e-01
2.67500000e+00,2.62500000e-01,1.18052924e+00,6.09667156e-03,4.29205448e-01
2.72500000e+00,2.62500000e-01,1.17982577e+00,5.85935855e-03,4.21918994e-01
2.77500000e+00,2.62500000e-01,1.17914725e+00,5.63256118e-03,4.14677573e-01
2.82500000e+00,2.62500000e-01,1.17849289e+00,5.41569313e-03,4.07479556e-01
2.87500000e+00,2.62500000e-01,1.17786192e+00,5.20821360e-03,4.00323401e-01
2.92500000e+00,2.62500000e-01,1.17725359e+00,5.00961640e-03,3.93207599e-01
2.97500000e+00,2.62500000e-01,1.17666715e+00,4.81943573e-03,3.86130716e-01
3.02500000e+00,2.62500000e-01,1.17610187e+00,4.63723565e-03,3.79091389e-01
3.07500000e+00,2.62500000e-01,1.17555704e+00,4.46260693e-03,3.72088280e-01
3.12500000e+00,2.62500000e-01,1.17503194e+00,4.29517676e-03,3.65120126e-01
3.17500000e+00,2.62500000e-01,1.17452591e+00,4.13459151e-03,3.58185709e-01
3.22500000e+00,2.62500000e-01,1.17403826e+00,3.98051256e-03,3.51283841e-01
3.27500000e+00,2.62500000e-01,1.17356836e+00,3.83263003e-03,3.44413395e-01
3.32500000e+00,2.62500000e-01,1.17311557e+00,3.69065609e-03,3.37573272e-01
3.37500000e+00,2.62500000e-01,1.17267928e+00,3.55431540e-03,3.30762437e-01
3.42500000e+00,2.62500000e-01,1.17225890e+00,3.42334870e-03,3.23979874e-01
3.47500000e+00,2.62500000e-01,1.17185386e+00,3.29750970e-03,3.17224592e-01
3.52500000e+00,2.62500000e-01,1.17146360e+00,3.17657336e-03,3.10495661e-01
3.57500000e+00,2.62500000e-01,1.17108759e+00,3.06032717e-03,3.03792183e-01
3.62500000e+00,2.62500000e-01,1.17072530e+00,2.94855986e-03,2.97113267e-01
3.67500000e+00,2.62500000e-01,1.17037623e+00,2.84107652e-03,2.90458072e-01
3.72500000e+00,2.62500000e-01,1.17003991e+00,2.73770067e-03,2.83825789e-01
3.77500000e+00,2.62500000e-01,1.16971586e+00,2.63825822e-03,2.77215621e-01
3.82500000e+00,2.62500000e-01,1.16940363e+00,2.54257757e-03,2.70626822e-01
3.87500000e+00,2.62500000e-01,1.16910279e+00,2.45050426e-03,2.64058653e-01
3.92500000e+00,2.62500000e-01,1.16881292e+00,2.36189314e-03,2.57510394e-01
3.97500000e+00,2.62500000e-01,1.16853361e+00,2.27660004e-03,2.50981377e-01
4.02500000e+00,2.62500000e-01,1.16826447e+00,2.19448903e-03,2.44470944e-01
4.07500000e+00,2.62500000e-01,1.16800514e+00,2.11543507e-03,2.37978442e-01
4.12500000e+00,2.62500000e-01,1.16775525e+00,2.03931492e-03,2.31503266e-01
4.17500000e+00,2.62500000e-01,1.16751445e+00,1.96600900e-03,2.25044823e-01
4.22500000e+00,2.62500000e-01,1.16728240e+00,1.89540814e-03,2.18602530e-01
4.27500000e+00,2.62500000e-01,1.16705878e+00,1.82740986e-03,2.12175840e-01
4.32500000e+00,2.62500000e-01,1.16684329e+00,1.76191062e-03,2.05764223e-01
4.37500000e+00,2.62500000e-01,1.16663561e+00,1.69881110e-03,1.99367150e-01
4.42500000e+00,2.62500000e-01,1.16643546e+00,1.63801806e-03,1.92984128e-01
4.47500000e+00,2.62500000e-01,1.16624257e+00,1.57944428e-03,1.86614676e-01
4.52500000e+00,2.62500000e-01,1.16605667e+00,1.52300397e-03,1.80258320e-01
4.57500000e+00,2.62500000e-01,1.16587751e+00,1.46861509e-03,1.73914609e-01
4.62500000e+00,2.62500000e-01,1.16570482e+00,1.41620024e-03,1.67583112e-01
4.67500000e+00,2.62500000e-01,1.16553839e+00,1.36568529e-03,1.61263406e-01
4.72500000e+00,2.62500000e-01,1.16537797e+00,1.31699767e-03,1.54955087e-01
4.77500000e+00,2.62500000e-01,1.16522334e+00,1.27006855e-03,1.48657769e-01
4.82500000e+00,2.62500000e-01,1.16507431e+00,1.22483286e-03,1.42371064e-01
4.87500000e+00,2.62500000e-01,1.16493065e+00,1.18122443e-03,1.36094605e-01
4.92500000e+00,2.62500000e-01,1.16479218e+00,1.13917879e-03,1.29828048e-01
4.97500000e+00,2.62500000e-01,1.16465871e+00,1.09863780e-03,1.23571049e-01
5.02500000e+00,2.62500000e-01,1.16453005e+00,1.05954548e-03,1.17323272e-01
5.07500000e+00,2.62500000e-01,1.16440604e+00,1.02184462e-03,1.11084404e-01
5.12500000e+00,2.62500000e-01,1.16428651e+00,9.85481029e-04,1.04854146e-01
5.17500000e+00,2.62500000e-01,1.16417129e+00,9.50406444e-04,9.86321944e-02
5.22500000e+00,2.62500000e-01,1.16406024e+00,9.16570991e-04,9.24182612e-02
5.27500000e+00,2.62500000e-01,1.16395321e+00,8.83923356e-04,8.62120756e-02
5.32500000e+00,2.62500000e-01,1.16385006e+00,8.52416159e-04,8.00133719e-02
5.37500000e+00,2.62500000e-01,1.16375065e+00,8.22008347e-04,7.38218876e-02
5.42500000e+00,2.62500000e-01,1.16365485e+00,7.92659283e-04,6.76373826e-02
5.47500000e+00,2.62500000e-01,1.16356256e+00,7.64329626e-04,6.14596188e-02
5.52500000e+00,2.62500000e-01,1.16347365e+00,7.36984333e-04,5.52883547e-02
5.57500000e+00,2.62500000e-01,1.16338803e+00,7.10595079e-04,4.91233516e-02
5.62500000e+00,2.62500000e-01,1.16330562e+00,6.85138434e-04,4.29643778e-02
5.67500000e+00,2.62500000e-01,1.16322637e+00,6.60594984e-04,3.68111767e-02
5.72500000e+00,2.62500000e-01,1.16315029e+00,6.36941307e-04,3.06634453e-02
5.77500000e+00,2.62500000e-01,1.16307748e+00,6.14125972e-04,2.45208202e-02
5.82500000e+00,2.62500000e-01,1.16300813e+00,5.92028271e-04,1.83828338e-02
5.87500000e+00,2.62500000e-01,1.16294262e+00,5.70478607e-04,1.22488569e-02
5.92500000e+00,2.62500000e-01,1.16288129e+00,5.50082955e-04,6.11802726e-03
5.97500000e+00,2.62500000e-01,1.16285170e+00,5.39196041e-04,0.00000000e+00
2.50000000e-02,2.87500000e-01,1.00224288e+00,1.10542438e-02,1.01523627e+00
7.50000000e-02,2.87500000e-01,1.01099162e+00,3.26031378e-02,1.01523627e+00
1.25000000e-01,2.87500000e-01,1.02703552e+00,5.04889362e-02,1.00468265e+00
1.75000000e-01,2.87500000e-01,1.04768957e+00,6.33295905e-02,9.88355518e-01
2.25000000e-01,2.87500000e-01,1.07031010e+00,7.12112257e-02,9.68800390e-01
2.75000000e-01,2.87500000e-01,1.09291744e+00,7.49779296e-02,9.47958354e-01
3.25000000e-01,2.87500000e-01,1.11427729e+00,7.56730380e-02,9.27045515e-01
3.75000000e-01,2.87500000e-01,1.13374403e+00,7.42484859e-02,9.06717575e-01
4.25000000e-01,2.87500000e-01,1.15106497e+00,7.14643025e-02,8.87273803e-01
4.75000000e-01,2.87500000e-01,1.16622316e+00,6.78839374e-02,8.68812390e-01
5.25000000e-01,2.87500000e-01,1.17933090e+00,6.39053709e-02,8.51327894e-01
5.75000000e-01,2.87500000e-01,1.19056358e+00,5.97990832e-02,8.34766182e-01
6.25000000e-01,2.87500000e-01,1.20012061e+00,5.57418579e-02,8.19053344e-01
6.75000000e-01,2.87500000e-01,1.20820329e+00,5.18436444e-02,8.04110220e-01
7.25000000e-01,2.87500000e-01,1.21500283e+00,4.81677774e-02,7.89859438e-01
7.75000000e-01,2.87500000e-01,1.22069450e+00,4.47457823e-02,7.76228628e-01
8.25000000e-01,2.87500000e-01,1.22543526e+00,4.15880190e-02,7.63151780e-01
8.75000000e-01,2.87500000e-01,1.22936349e+00,3.86912252e-02,7.50569582e-01
9.25000000e-01,2.87500000e-01,1.23259983e+00,3.60437970e-02,7.38429301e-01
9.75000000e-01,2.87500000e-01,1.23524862e+00,3.36294283e-02,7.26684406e-01
1.02500000e+00,2.87500000e-01,1.23739952e+00,3.14295580e-02,7.15294058e-01
1.07500000e+00,2.87500000e-01,1.23912931e+00,2.94249935e-02,7.04222542e-01
1.12500000e+00,2.87500000e-01,1.24050346e+00,2.75969307e-02,6.93438719e-01
1.17500000e+00,2.87500000e-01,1.24157772e+00,2.59275641e-02,6.82915457e-01
1.22500000e+00,2.87500000e-01,1.24239944e+00,2.44004276e-02,6.72629141e-01
1.27500000e+00,2.87500000e-01,1.24300884e+00,2.30005325e-02,6.62559184e-01
1.32500000e+00,2.87500000e-01,1.24344003e+00,2.17143991e-02,6.52687628e-01
1.37500000e+00,2.87500000e-01,1.24372194e+00,2.05300006e-02,6.42998762e-01
1.42500000e+00,2.87500000e-01,1.24387908e+00,1.94366686e-02,6.33478796e-01
1.47500000e+00,2.87500000e-01,1.24393226e+00,1.84249819e-02,6.24115603e-01
1.52500000e+00,2.87500000e-01,1.24389912e+00,1.74866353e-02,6.14898445e-01
1.57500000e+00,2.87500000e-01,1.24379462e+00,1.66143215e-02,6.05817803e-01
1.62500000e+00,2.87500000e-01,1.24363145e+00,1.58016089e-02,5.96865166e-01
1.67500000e+00,2.87500000e-01,1.24342039e+00,1.50428358e-02,5.88032927e-01
1.72500000e+00,2.87500000e-01,1.24317057e+00,1.43330146e-02,5.79314215e-01
1.77500000e+00,2.87500000e-01,1.24288975e+00,1.36677384e-02,5.70702817e-01
1.82500000e+00,2.87500000e-01,1.24258450e+00,1.30431132e-02,5.62193087e-01
1.87500000e+00,2.87500000e-01,1.24226040e+00,1.24556823e-02,5.53779854e-01
1.92500000e+00,2.87500000e-01,1.24192217e+00,1.19023732e-02,5.45458388e-01
1.97500000e+00,2.87500000e-01,1.24157381e+00,1.13804491e-02,5.37224314e-01
2.02500000e+00,2.87500000e-01,1.24121868e+00,1.08874595e-02,5.29073593e-01
2.07500000e+00,2.87500000e-01,1.24085964e+00,1.04212138e-02,5.21002472e-01
2.12500000e+00,2.87500000e-01,1.24049906e+00,9.97973653e-03,5.13007455e-01
2.17500000e+00,2.87500000e-01,1.24013896e+00,9.56124853e-03,5.05085273e-01
2.22500000e+00,2.87500000e-01,1.23978101e+00,9.16414428e-03,4.97232861e-01
2.27500000e+00,2.87500000e-01,1.23942658e+00,8.78696106e-03,4.89447341e-01
2.32500000e+00,2.87500000e-01,1.23907683e+00,8.42837747e-03,4.81725997e-01
2.37500000e+00,2.87500000e-01,1.23873268e+00,8.08718499e-03,4.74066267e-01
2.42500000e+00,2.87500000e-01,1.23839490e+00,7.76227897e-03,4.66465724e-01
2.47500000e+00,2.87500000e-01,1.23806408e+00,7.45265418e-03,4.58922077e-01
2.52500000e+00,2.87500000e-01,1.23774070e+00,7.15737914e-03,4.51433140e-01
2.57500000e+00,2.87500000e-01,1.23742512e+00,6.87560492e-03,4.43996834e-01
2.62500000e+00,2.87500000e-01,1.23711760e+00,6.60654914e-03,4.36611196e-01
2.67500000e+00,2.87500000e-01,1.23681833e+00,6.34948169e-03,4.29274327e-01
2.72500000e+00,2.87500000e-01,1.23652742e+00,6.10373754e-03,4.21984433e-01
2.77500000e+00,2.87500000e-01,1.23624493e+00,5.86869612e-03,4.14739802e-01
2.82500000e+00,2.87500000e-01,1.23597086e+00,5.64377806e-03,4.07538774e-01
2.87500000e+00,2.87500000e-01,1.23570518e+00,5.42845358e-03,4.00379786e-01
2.92500000e+00,2.87500000e-01,1.23544783e+00,5.22222212e-03,3.93261332e-01
2.97500000e+00,2.87500000e-01,1.23519869e+00,5.02461683e-03,3.86181957e-01
3.02500000e+00,2.87500000e-01,1.23495766e+00,4.83520886e-03,3.79140279e-01
3.07500000e+00,2.87500000e-01,1.23472458e+00,4.65359065e-03,3.72134965e-01
3.12500000e+00,2.87500000e-01,1.23449930e+00,4.47938145e-03,3.65164725e-01
3.17500000e+00,2.87500000e-01,1.23428165e+00,4.31222798e-03,3.58228325e-01
3.22500000e+00,2.87500000e-01,1.23407145e+00,4.15179594e-03,3.51324590e-01
3.27500000e+00,2.87500000e-01,1.23386852e+00,3.99776834e-03,3.44452386e-01
3.32500000e+00,2.87500000e-01,1.23367266e+00,3.84984679e-03,3.37610599e-01
3.37500000e+00,2.87500000e-01,1.23348367e+00,3.70775948e-03,3.30798173e-01
3.42500000e+00,2.87500000e-01,1.23330136e+00,3.57124534e-03,3.24014102e-01
3.47500000e+00,2.87500000e-01,1.23312553e+00,3.44004873e-03,3.17257397e-01
3.52500000e+00,2.87500000e-01,1.23295598e+00,3.31393860e-03,3.10527113e-01
3.57500000e+00,2.87500000e-01,1.23279252e+00,3.19269980e-03,3.03822338e-01
3.62500000e+00,2.87500000e-01,1.23263494e+00,3.07611726e-03,2.97142191e-01
3.67500000e+00,2.87500000e-01,1.23248306e+00,2.96399075e-03,2.90485832e-01
3.72500000e+00,2.87500000e-01,1.23233669e+00,2.85613599e-03,2.83852432e-01
3.77500000e+00,2.87500000e-01,1.23219564e+00,2.75237246e-03,2.77241198e-01
3.82500000e+00,2.87500000e-01,1.23205972e+00,2.65253001e-03,2.70651384e-01
3.87500000e+00,2.87500000e-01,1.23192878e+00,2.55644732e-03,2.64082248e-01
3.92500000e+00,2.87500000e-01,1.23180262e+00,2.46396850e-03,2.57533063e-01
3.97500000e+00,2.87500000e-01,1.23168108e+00,2.37494766e-03,2.51003162e-01
4.02500000e+00,2.87500000e-01,1.23156400e+00,2.28924749e-03,2.44491884e-01
4.07500000e+00,2.87500000e-01,1.23145122e+00,2.20673491e-03,2.37998571e-01
4.12500000e+00,2.87500000e-01,1.23134258e+00,2.12728231e-03,2.31522620e-01
4.17500000e+00,2.87500000e-01,1.23123794e+00,2.05076719e-03,2.25063439e-01
4.22500000e+00,2.87500000e-01,1.23113715e+00,1.97707442e-03,2.18620436e-01
4.27500000e+00,2.87500000e-01,1.23104006e+00,1.90609666e-03,2.12193065e-01
4.32500000e+00,2.87500000e-01,1.23094654e+00,1.83772891e-03,2.05780793e-01
4.37500000e+00,2.87500000e-01,1.23085647e+00,1.77186617e-03,1.99383096e-01
4.42500000e+00,2.87500000e-01,1.23076971e+00,1.70841177e-03,1.92999474e-01
4.47500000e+00,2.87500000e-01,1.23068614e+00,1.64727534e-03,1.86629448e-01
4.52500000e+00,2.87500000e-01,1.23060564e+00,1.58836758e-03,1.80272539e-01
4.57500000e+00,2.87500000e-01,1.23052811e+00,1.53160128e-03,1.73928299e-01
4.62500000e+00,2.87500000e-01,1.23045343e+00,1.47689604e-03,1.67596294e-01
4.67500000e+00,2.87500000e-01,1.23038150e+00,1.42417506e-03,1.61276098e-01
4.72500000e+00,2.87500000e-01,1.23031221e+00,1.37336304e-03,1.54967310e-01
4.77500000e+00,2.87500000e-01,1.23024547e+00,1.32438819e-03,1.48669540e-01
4.82500000e+00,2.87500000e-01,1.23018118e+00,1.27718072e-03,1.42382400e-01
4.87500000e+00,2.87500000e-01,1.23011925e+00,1.23167144e-03,1.36105524e-01
4.92500000e+00,2.87500000e-01,1.23005959e+00,1.18779465e-03,1.29838567e-01
4.97500000e+00,2.87500000e-01,1.23000213e+00,1.14548971e-03,1.23581182e-01
5.02500000e+00,2.87500000e-01,1.22994677e+00,1.10469695e-03,1.17333032e-01
5.07500000e+00,2.87500000e-01,1.22989345e+00,1.06535659e-03,1.11093808e-01
5.12500000e+00,2.87500000e-01,1.22984209e+00,1.02741338e-03,1.04863206e-01
5.17500000e+00,2.87500000e-01,1.22979262e+00,9.90815534e-04,9.86409200e-02
5.22500000e+00,2.87500000e-01,1.22974498e+00,9.55510632e-04,9.24266623e-02
5.27500000e+00,2.87500000e-01,1.22969909e+00,9.21445076e-04,8.62201662e-02
5.32500000e+00,2.87500000e-01,1.22965490e+00,8.88569532e-04,8.00211611e-02
5.37500000e+00,2.87500000e-01,1.22961235e+00,8.56839206e-04,7.38293833e-02
5.42500000e+00,2.87500000e-01,1.22957138e+00,8.26211460e-04,6.76445888e-02
5.47500000e+00,2.87500000e-01,1.22953194e+00,7.96643862e-04,6.14665421e-02
5.52500000e+00,2.87500000e-01,1.22949400e+00,7.68096780e-04,5.52949975e-02
5.57500000e+00,2.87500000e-01,1.22945751e+00,7.40534435e-04,4.91297147e-02
5.62500000e+00,2.87500000e-01,1.22942246e+00,7.13923910e-04,4.29704582e-02
5.67500000e+00,2.87500000e-01,1.22938886e+00,6.88228583e-04,3.68169718e-02
5.72500000e+00,2.87500000e-01,1.22935676e+00,6.63394930e-04,3.06689596e-02
5.77500000e+00,2.87500000e-01,1.22932627e+00,6.39326727e-04,2.45260816e-02
5.82500000e+00,2.87500000e-01,1.22929757e+00,6.15846241e-04,1.83879332e-02
5.87500000e+00,2.87500000e-01,1.22927094e+00,5.92736177e-04,1.22540143e-02
5.92500000e+00,2.87500000e-01,1.22924662e+00,5.70659495e-04,6.12369881e-03
5.97500000e+00,2.87500000e-01,1.22923507e+00,5.58885023e-04,0.00000000e+00
2.50000000e-02,3.12500000e-01,1.00183434e+00,9.01563175e-03,1.00584549e+00
7.50000000e-02,3.12500000e-01,1.00904912e+00,2.66599972e-02,1.00584549e+00
1.25000000e-01,3.12500000e-01,1.02252784e+00,4.16707663e-02,9.96992801e-01
1.75000000e-01,3.12500000e-01,1.04038188e+00,5.28937171e-02,9.82938856e-01
2.25000000e-01,3.12500000e-01,1.06060713e+00,6.02242083e-02,9.65608613e-01
2.75000000e-01,3.12500000e-01,1.08156730e+00,6.41811897e-02,9.46615289e-01
3.25000000e-01,3.12500000e-01,1.10212525e+00,6.55108773e-02,9.27081912e-01
3.75000000e-01,3.12500000e-01,1.12158458e+00,6.49476094e-02,9.07698794e-01
4.25000000e-01,3.12500000e-01,1.13957413e+00,6.31099345e-02,8.88848166e-01
4.75000000e-01,3.12500000e-01,1.15593985e+00,6.04763516e-02,8.70716858e-01
